episode_number,title,url,date,topic,description
37,A Theology of Prayer in Three Minutes,https://www.desiringgod.org/interviews/a-theology-of-prayer-in-three-minutes,2013-02-28,Prayer,"Regardless of how God answers our individual prayers, he loves to hear them, and he will use them to establish his kingdom once and for all."
36,How Can I Live More Like an Evangelist?,https://www.desiringgod.org/interviews/how-can-i-live-more-like-an-evangelist,2013-02-27,Evangelism,"If we want to become more evangelistically-minded, we should constantly ask, “What is God doing here?”"
35,Why Pastoral Professionalism Isn’t Enough,https://www.desiringgod.org/interviews/why-pastoral-professionalism-isnt-enough,2013-02-26,Pastoral Ministry,"Pastor John gives his thoughts on the 2013 Conference for Pastors, “Brothers, We Are Still Not Professionals.”"
34,Why Your Pastor Needs Your Prayers,https://www.desiringgod.org/interviews/why-your-pastor-needs-your-prayers,2013-02-25,Church Issues,One of your pastor's greatest needs is for you to pray for him.
33,"The Spirit Lives in Me, So Why Do My Affections Waver?",https://www.desiringgod.org/interviews/the-spirit-lives-in-me-so-why-do-my-affections-waver,2013-02-22,The Holy Spirit,"If God is the source of the Christian’s joy, and God lives in us, why are there times when we don’t feel joy?"
32,Should Missionaries Intentionally Lie?,https://www.desiringgod.org/interviews/should-missionaries-intentionally-lie,2013-02-21,World Missions,Is it okay for missionaries to lie in order to do ministry in closed countries?
31,"How Do Rape, Incest, and Threat to the Mother’s Life Affect Your Pro-Life Stance?",https://www.desiringgod.org/interviews/how-do-rape-incest-and-threat-to-the-mothers-life-affect-your-pro-life-stance,2013-02-20,Abortion,Should the difficult circumstances of some pregnancies affect our pro-life position?
30,Three Levels of God-Glorifying Emotion,https://www.desiringgod.org/interviews/three-levels-of-god-glorifying-emotion,2013-02-19,Sanctification & Growth,Is God glorified in our desire to enjoy him? Or can we only glorify God when we're actually delighting in him?
29,A Theology of Art in Five Minutes,https://www.desiringgod.org/interviews/a-theology-of-art-in-five-minutes,2013-02-18,Culture,What role should art play in the church and the Christian life? A Christian theology of art considers God as an artist who commands creativity from his creation.
28,Should a Joyless Pastor Preach Joy in God?,https://www.desiringgod.org/interviews/should-a-joyless-pastor-preach-joy-in-god,2013-02-15,Preaching & Teaching,How do you preach joy in God when you have almost no feeling of it? Pastor John gives some helpful counsel for pastors struggling to experience joy in the Lord.
27,Fighting for Joy in Pastoral Ministry,https://www.desiringgod.org/interviews/fighting-for-joy-in-pastoral-ministry,2013-02-14,Pastoral Ministry,Pastor John offers counsel for pastors and others challenged by spiritual dryness and burnout.
26,Must Bible Reading Always End with Application?,https://www.desiringgod.org/interviews/must-bible-reading-always-end-with-application,2013-02-13,Bible Reading,What are you looking for in your Bible reading? Do you hope mainly to glean life principles or to be shaped by what you see of God's glory?
25,What Is Leadership?,https://www.desiringgod.org/interviews/what-is-leadership,2013-02-12,Spiritual Leadership,"What does godly leadership look like? Christian Leadership is acting and speaking to create a following toward a goal, all defined by the Bible."
24,Writing Poetry: Where Do I Start?,https://www.desiringgod.org/interviews/writing-poetry-where-do-i-start,2013-02-11,Poetry,Pastor John offers practical help for Christians who want to write poetry but don’t know how to start.
23,"What Is Definite Atonement, and Why Does It Matter?",https://www.desiringgod.org/interviews/what-is-definite-atonement-and-why-does-it-matter,2013-02-08,The Death of Christ,"Pastor John introduces definite atonement, the doctrine that Christ’s death accomplished a real salvation for a definite group of men and women."
22,Priorities for Youth Pastors,https://www.desiringgod.org/interviews/priorities-for-youth-pastors,2013-02-07,Youth Ministry,What are the fundamental truths that youth leaders and pastors should drill into the hearts of young people today?
21,What Does Christian Hedonism Offer the Depressed?,https://www.desiringgod.org/interviews/what-does-christian-hedonism-offer-the-depressed,2013-02-06,Christian Hedonism,Our joy does not only glorify God when we feel happy and carefree. God is also glorified when we cling to his supreme worth in the midst of pain.
20,How Active Should We Be in the Pursuit of Joy?,https://www.desiringgod.org/interviews/how-active-should-we-be-in-the-pursuit-of-joy,2013-02-05,Christian Hedonism,"Should Christians pursue joy in God, or should they wait for God to simply give it to them? Pastor John clarifies our call to rejoice in the Lord."
19,Does God Ever Withdraw His Presence from His Children?,https://www.desiringgod.org/interviews/does-god-ever-withdraw-his-presence-from-his-children,2013-02-04,Sanctification & Growth,"Christian Hedonists affirm that we ought to be happy in God. Often, we are not. What should our response be to seasons of spiritual darkness?"
18,Fighting Porn Addiction with Grudem’s Systematic Theology,https://www.desiringgod.org/interviews/fighting-porn-addiction-with-grudems-systematic-theology,2013-02-01,Killing Sin,"Heaven and hell are at stake in the fight against pornography. When we recognize that, using every weapon at our disposal won’t feel extreme."
17,We Are Makers — Lessons on Vocation from Dorothy Sayers,https://www.desiringgod.org/interviews/we-are-makers-lessons-on-vocation-from-dorothy-sayers,2013-01-31,Work & Vocation,Christians should think of themselves as being made new in Christ to be makers with God.
16,Interpreting the Miracles of Jesus,https://www.desiringgod.org/interviews/interpreting-the-miracles-of-jesus,2013-01-30,The Life of Christ,"To understand the significance of Jesus’s miracles, we should begin by simply slowing down and asking, “What does this say about Jesus?”"
15,Why False Doctrine Can Make You Happy,https://www.desiringgod.org/interviews/why-false-doctrine-can-make-you-happy,2013-01-29,Bible Reading,Does doctrine matter so long as we feel happy in God? Pastor John explains why only a true view of God can glorify him and satisfy us.
14,Why John Piper Recycles,https://www.desiringgod.org/interviews/why-john-piper-recycles,2013-01-28,General Theology,"Why should Christians care about this earth if we are waiting for a new one? Ultimately, it is because we love our neighbors."
13,The Essential Warfare for Holiness,https://www.desiringgod.org/interviews/the-essential-warfare-for-holiness,2013-01-26,Pursuit of Holiness,We don’t add happiness to holiness in the Christian life. Our happiness in God is an essential piece of what it means to be holy.
12,Exercising the Body (For the Sake of the Soul),https://www.desiringgod.org/interviews/exercising-the-body-for-the-sake-of-the-soul,2013-01-25,Diet & Exercise,"God cares about what we do with the bodies he’s given to us. We should govern our eating, sleeping, and exercise to maximize our life and soul for the kingdom."
11,What Is the Difference Between Right Risk and Wrong Risk?,https://www.desiringgod.org/interviews/what-is-the-difference-between-right-risk-and-wrong-risk,2013-01-24,Risk,All Christians are called to risk. But how do we know when the risk is worth it and which risks we should take personally?
10,Safety Is a Myth,https://www.desiringgod.org/interviews/safety-is-a-myth,2013-01-23,The Unwasted Life,"Risk is unavoidable in life. It is better to risk rightly, for the sake of Christ’s glory, than to try avoid all danger."
9,Arrests and Imprisonments in Opposing Abortion,https://www.desiringgod.org/interviews/arrests-and-imprisonments-in-opposing-abortion,2013-01-22,Abortion,Pastor John shares his experiences of being arrested for anti-abortion demonstrations and offers some principles for civil disobedience in opposing abortions.
8,Leadership Lessons from Martin Luther King,https://www.desiringgod.org/interviews/leadership-lessons-from-martin-luther-king-jr,2013-01-21,Spiritual Leadership,"Despite his flaws, Martin Luther King, Jr. was an effective leader because he was courageous, brilliant, and a visionary."
7,What Are Your Takeaways from Passion 2013?,https://www.desiringgod.org/interviews/what-are-your-takeaways-from-passion-2013,2013-01-18,Preaching & Teaching,"After preaching to 60,000 students at the Passion conference, Pastor John discusses the movement and its core desire for God’s name and renown."
6,"What Is It Like Preaching to 60,000 People?",https://www.desiringgod.org/interviews/what-is-it-like-preaching-to-60000-people,2013-01-17,Preaching & Teaching,"Pastor John recently preached to 60,000 at Passion. He talks about the unique temptations and mercies of speaking on such a large platform."
5,Why Adam Matters for Global Missions,https://www.desiringgod.org/interviews/why-adam-matters-for-global-missions,2013-01-15,World Missions,"Whether we believe in a historical Adam or not will affect more than our theology. For instance, his existence is one powerful tool in world missions."
4,"Was Adam for Real, and Does It Matter?",https://www.desiringgod.org/interviews/was-adam-for-real-and-does-it-matter,2013-01-14,Inspiration & Inerrancy of the Bible,Does it matter whether we think Adam really existed or not? Pastor John talks about what is at stake in a major debate over Genesis.
3,How Important Is a Christian Writer’s Influence?,https://www.desiringgod.org/interviews/how-important-is-a-christian-writers-influence,2013-01-13,General Theology,"Writers should utilize their influence carefully, while allowing the process of writing to open their own eyes and shape their own souls."
